name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.78
Maruti Swift Dzire LDI,Kolkata,2016,85450,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.0
Maruti Swift VDI,Jaipur,2013,88000,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.33
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,Diesel,0,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,8.68 Lakh,5.43
Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,Petrol,0,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.9
BMW X5 X5 M,Chennai,2017,15000,Diesel,1,First,15.97 kmpl,2993 CC,258 bhp,5.0,,70.0
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,Diesel,1,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,,25.5
Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,Petrol,1,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.1
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,Diesel,0,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.7
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,Diesel,1,First,16.73 kmpl,2993 CC,218 bhp,5.0,,26.5
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,Diesel,0,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.9
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Petrol,0,Second,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.7
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,Diesel,0,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,2.95
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,Diesel,1,First,16.55 kmpl,1968 CC,140 bhp,5.0,,23.0
Maruti Swift Ldi BSIV,Pune,2009,140000,Diesel,0,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,2.49
Maruti Swift LDI Optional,Jaipur,2015,130000,Diesel,0,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.5
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,Diesel,0,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,4.5
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,Diesel,0,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.9
BMW 6 Series 650i Coupe,Kochi,2010,65329,Petrol,1,First,7.94 kmpl,4395 CC,450 bhp,4.0,,20.72
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,Petrol,0,First,16.25 kmpl,1198 CC,73.9 bhp,5.0,,2.21
Fiat Siena 1.2 ELX,Jaipur,2001,70000,Petrol,0,Third,0.0 kmpl,1242 CC,null bhp,5.0,,0.55
Land Rover Freelander 2 HSE,Mumbai,2011,82000,Diesel,1,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,,13.9
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,Petrol,0,First,15.3 kmpl,1596 CC,101 bhp,5.0,,1.46
Hyundai Verna SX CRDi AT,Pune,2012,83000,Diesel,1,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,6.0
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,Petrol,0,First,21.7 kmpl,999 CC,67 bhp,5.0,4.78 Lakh,3.0
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,Diesel,0,First,22.3 kmpl,1248 CC,88.8 bhp,5.0,,3.5
Hyundai i20 Active 1.4 SX,Kochi,2018,37746,Diesel,0,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,,7.59
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,Petrol,0,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,,1.99
Renault KWID RXT,Hyderabad,2016,25000,Petrol,0,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.8
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,Diesel,0,First,11.68 kmpl,2498 CC,112 bhp,7.0,,4.0
Hyundai EON D Lite Plus,Bangalore,2013,45010,Petrol,0,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.95
Honda Amaze VX i-DTEC,Delhi,2013,75348,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.75
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,Diesel,0,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.5
Honda City 1.5 V MT,Pune,2011,102013,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.75
Toyota Fortuner 4x2 AT,Pune,2015,36000,Diesel,1,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,22.0
Honda Amaze E i-Vtech,Kochi,2017,37578,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,6.14
BMW 1 Series 118d Base,Pune,2015,46001,Diesel,1,First,20.58 kmpl,1995 CC,143 bhp,5.0,,16.0
Maruti Celerio VXI AT,Hyderabad,2014,46559,Petrol,1,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.75
Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,Diesel,0,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Diesel,1,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,24.0
Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,0,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.83 Lakh,8.9
BMW X1 sDrive20d,Chennai,2012,85000,Diesel,1,Third,17.05 kmpl,1995 CC,184 bhp,5.0,,10.0
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,Petrol,1,First,14.3 kmpl,1598 CC,103.5 bhp,5.0,,5.55
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,Petrol,0,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.05 Lakh,3.59
Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,Diesel,0,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,11.13
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.2
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,Diesel,0,First,18.6 kmpl,1388 CC,67 bhp,5.0,,2.98
Hyundai Santro Xing GLS,Pune,2010,75000,Petrol,0,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.7
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,Diesel,1,First,12.0 kmpl,2987 CC,224 bhp,7.0,,52.0
Maruti Alto LXi BSII,Pune,2003,69966,Petrol,0,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,0.95
Honda City i VTEC VX Option,Mumbai,2016,42000,Petrol,0,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,9.25
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,Diesel,1,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,16.25
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,Diesel,1,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.99
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Diesel,0,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,4.25
BMW 3 Series 320d Sedan,Bangalore,2008,78000,Diesel,1,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,7.2
Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,0,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.4
Volkswagen Vento Petrol Highline,Pune,2011,66000,Petrol,0,Second,15.04 kmpl,1598 CC,103.6 bhp,5.0,,4.25
Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,0,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,5.35
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Petrol,1,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,6.3
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.5
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Diesel,1,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,7.5
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,Diesel,0,First,16.0 kmpl,1997 CC,140 bhp,7.0,,11.25
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,Petrol,1,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,,7.65
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,Diesel,0,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.5
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,1,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,7.5
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,Petrol,1,First,13.0 kmpl,2987 CC,210 bhp,5.0,,7.1
Hyundai i10 Magna,Mumbai,2010,55980,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.25
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,Diesel,1,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,27.0
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,0,Second,21.9 kmpl,1396 CC,88.76 bhp,5.0,,4.18
Hyundai Verna 1.4 EX,Chennai,2013,79000,Diesel,0,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,,6.5
Honda City 1.5 V MT,Delhi,2010,65100,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.15
Maruti Ertiga VDI,Pune,2016,54161,Diesel,0,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,7.64
Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,0,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.4
Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,1,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.25
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,Diesel,1,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,9.31
Maruti Alto LXi BSIII,Bangalore,2011,64000,Petrol,0,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.39
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,0,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.48 Lakh,7.64
Maruti Baleno Zeta 1.2,Delhi,2016,21000,Petrol,0,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.21
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,1,First,0.0 kmpl,2179 CC,115 bhp,5.0,,16.5
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,1,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,8.22
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,0,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.17 Lakh,28.85
Honda City V AT,Mumbai,2015,32000,Petrol,1,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,8.5
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Petrol,1,Second,12.0 kmpl,5461 CC,421 bhp,2.0,,90.0
Honda City i-VTEC S,Mumbai,2015,10400,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.51
Maruti Swift VDI,Mumbai,2013,35000,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.65
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,Petrol,1,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,8.4
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,0,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,9.99 Lakh,5.75
Maruti Wagon R LX,Jaipur,2006,110000,Petrol,0,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.11
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,Petrol,0,First,15.7 kmpl,,,,,3.93
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,1,First,12.0 kmpl,1991 CC,184 bhp,5.0,,17.25
Jaguar XF Aero Sport Edition,Delhi,2012,16000,Diesel,1,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,32.0
Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,0,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3.45
Land Rover Freelander 2 SE,Pune,2014,85000,Diesel,1,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,,23.0
Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.32
Honda Amaze S i-Vtech,Jaipur,2014,41210,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.4
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,Diesel,1,First,0.0 kmpl,2987 CC,165 bhp,5.0,,47.35
Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,4.12
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,Diesel,1,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.95 Lakh,19.5
Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,Petrol,1,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.2
BMW X3 xDrive30d M Sport,Bangalore,2016,49000,Diesel,1,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.0
Maruti 1000 AC,Hyderabad,1998,104000,Petrol,0,Second,15.0 kmpl,970 CC,null bhp,5.0,,0.85
Hyundai i20 Magna,Chennai,2010,95000,Petrol,0,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,2.8
Hyundai Grand i10 AT Asta,Pune,2015,32000,Petrol,1,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.8
Hyundai Santro Xing XG,Pune,2003,80000,Petrol,0,Second,17.0 kmpl,,,,,0.9
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,Diesel,0,First,25.01 kmpl,1498 CC,89.75 bhp,5.0,,5.65
Mercedes-Benz E-Class 220 CDI,Ahmedabad,2011,78000,Diesel,0,Second,15.0 kmpl,2148 CC,null bhp,5.0,,14.5
Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,5.9
Toyota Etios VXD,Pune,2015,65000,Diesel,0,Second,23.59 kmpl,1364 CC,67.04 bhp,5.0,,5.0
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,Petrol,0,First,19.1 kmpl,1197 CC,82 bhp,5.0,,4.9
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,Petrol,0,First,13.5 kmpl,1799 CC,130 bhp,5.0,,4.25
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,Diesel,0,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,10.9
Hyundai Accent GLE,Delhi,2012,56000,Petrol,0,First,13.2 kmpl,1495 CC,94 bhp,5.0,,2.45
Maruti Alto 800 LXI,Pune,2013,30000,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.5
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,Petrol,1,First,8.1 kmpl,5461 CC,387.3 bhp,2.0,,29.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Diesel,0,Second,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.75
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,Petrol,0,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,6.71 Lakh,5.0
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,Petrol,1,First,14.3 kmpl,1598 CC,103.6 bhp,5.0,,4.62
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,Diesel,1,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,23.5
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,0,First,16.0 kmpl,2179 CC,140 bhp,7.0,,7.25
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,Petrol,0,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.6 Lakh,11.88
Hyundai Verna Xi (Petrol),Chennai,2009,60000,Petrol,0,Third,13.9 kmpl,1599 CC,103.2 bhp,5.0,,2.25
Ford Ikon 1.6 CLXI,Pune,2003,83000,Petrol,0,Second,14.2 kmpl,1597 CC,92 bhp,5.0,,0.85
Nissan Micra Active XV,Pune,2018,24000,Petrol,0,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.99 Lakh,4.0
Honda Brio VX AT,Pune,2016,32198,Petrol,1,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,5.1
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,0,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.5
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,0,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.32 Lakh,2.9
Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,Diesel,0,First,16.0 kmpl,2179 CC,140 bhp,7.0,,15.96
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,Petrol,1,First,16.9 kmpl,1197 CC,82 bhp,5.0,,5.45
Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,Diesel,0,First,13.5 kmpl,2198 CC,157.7 bhp,7.0,,23.86
Chevrolet Spark 1.0 LT,Kochi,2008,43761,Petrol,0,First,18.0 kmpl,995 CC,62 bhp,5.0,,1.75
Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,Diesel,0,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,9.75
Honda Amaze S i-Dtech,Bangalore,2013,61510,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.75
Honda City i VTEC S,Delhi,2014,60000,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.25
Mini Cooper Countryman D,Bangalore,2014,35165,Diesel,1,Second,23.8 kmpl,1998 CC,112 bhp,5.0,,22.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,Petrol,1,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,14.14
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2005,45000,Petrol,0,First,17.0 kmpl,1086 CC,null bhp,5.0,,0.95
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,Petrol,1,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,11.95
Maruti Wagon R LXI BS IV,Delhi,2011,68000,Petrol,0,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.5
Hyundai i10 Era 1.1,Mumbai,2013,49000,Petrol,0,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.75
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,Petrol,0,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.21 Lakh,5.85
Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,Petrol,0,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.25
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,Petrol,0,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,4.95
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,4.75
Ford Figo Diesel EXI,Delhi,2013,54000,Diesel,0,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.55
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Petrol,1,Second,13.9 kmpl,1799 CC,130.3 bhp,5.0,,4.5
Maruti Alto 800 LXI,Kochi,2015,21652,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.01
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,Diesel,1,First,15.68 kmpl,1999 CC,177 bhp,5.0,74.49 Lakh,42.0
Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,1,First,12.4 kmpl,2698 CC,179.5 bhp,5.0,,11.5
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,Diesel,1,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,10.99
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,Petrol,1,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.71
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Petrol,1,Third,10.1 kmpl,2354 CC,152 bhp,5.0,,2.0
Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,9.48
Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,0,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25
Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,10.9
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,5.5
Hyundai EON D Lite Plus,Coimbatore,2016,64624,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.71
Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,0,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,6.25
Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,0,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.9
Honda City 1.5 GXI,Mumbai,2005,81000,Petrol,0,Second,12.8 kmpl,1493 CC,100 bhp,5.0,,1.1
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,Petrol,0,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.72
Maruti Alto 800 2016-2019 CNG LXI,Kochi,2017,24310,CNG,0,First,33.44 km/kg,796 CC,40.3 bhp,4.0,,3.7
Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,Diesel,1,First,17.9 kmpl,2143 CC,136 bhp,5.0,,24.85
Hyundai Santa Fe 4X2,Jaipur,2013,74000,Diesel,0,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,,12.25
Maruti Swift VDI,Kolkata,2014,47000,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.9
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,8.03 Lakh,6.28
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,0,First,14.0 kmpl,2498 CC,112 bhp,8.0,,2.75
Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,7.85
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,0,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,2.95
Honda Accord 2.4 A/T,Mumbai,2008,79000,Petrol,1,Second,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.85
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Diesel,1,Second,13.5 kmpl,2925 CC,281.61 bhp,5.0,1.71 Cr,30.0
Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,Diesel,1,First,15.0 kmpl,2143 CC,107.3 bhp,5.0,,19.9
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,0,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18 Lakh,10.8
Maruti Alto LXI,Hyderabad,2007,52195,Petrol,0,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.75
Audi A3 35 TDI Premium,Mumbai,2016,20003,Diesel,1,First,20.38 kmpl,1968 CC,143 bhp,5.0,,19.25
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,0,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.5
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,Diesel,0,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.75
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.0
Ford Figo Diesel ZXI,Mumbai,2011,30000,Diesel,0,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3.2
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,Petrol,0,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,5.84
Volvo V40 D3 R Design,Hyderabad,2015,38000,Diesel,1,Second,16.8 kmpl,1969 CC,150 bhp,5.0,37.9 Lakh,24.0
Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,1,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,6.25
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,Diesel,1,First,14.49 kmpl,2993 CC,258 bhp,5.0,,36.0
Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,0,Third,14.8 kmpl,1998 CC,68 bhp,5.0,,3.0
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,Diesel,0,First,11.5 kmpl,2982 CC,171 bhp,7.0,,11.0
Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,0,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,6.5
Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,9.4
BMW 3 Series Luxury Line,Kochi,2018,21936,Diesel,1,First,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,37.92
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,Petrol,1,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,5.25
Hyundai i20 1.2 Asta,Chennai,2011,47000,Petrol,0,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.5
BMW X5 3.0d,Chennai,2009,110000,Diesel,1,First,11.0 kmpl,2993 CC,235 bhp,5.0,,18.0
Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,Petrol,0,First,19.1 kmpl,1197 CC,82 bhp,5.0,,5.56
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,Diesel,1,First,14.21 kmpl,2143 CC,203 bhp,5.0,,22.0
Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,1,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,22.0
Hyundai i10 Magna,Mumbai,2011,41000,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.65
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,0,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.85
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,Diesel,0,First,19.33 kmpl,1968 CC,138.1 bhp,5.0,,6.95
